img,filename,cls
D:/Doan/fashion-dataset/images/48781.jpg,48781.jpg,Pendant
D:/Doan/fashion-dataset/images/44970.jpg,44970.jpg,Watches
D:/Doan/fashion-dataset/images/56489.jpg,56489.jpg,Nail Polish
D:/Doan/fashion-dataset/images/39524.jpg,39524.jpg,Laptop Bag
D:/Doan/fashion-dataset/images/33822.jpg,33822.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/58513.jpg,58513.jpg,Tops
D:/Doan/fashion-dataset/images/25947.jpg,25947.jpg,Scarves
D:/Doan/fashion-dataset/images/52029.jpg,52029.jpg,Rain Jacket
D:/Doan/fashion-dataset/images/5865.jpg,5865.jpg,Tshirts
D:/Doan/fashion-dataset/images/39716.jpg,39716.jpg,Dresses
D:/Doan/fashion-dataset/images/25349.jpg,25349.jpg,Briefs
D:/Doan/fashion-dataset/images/11940.jpg,11940.jpg,Sandals
D:/Doan/fashion-dataset/images/55802.jpg,55802.jpg,Night suits
D:/Doan/fashion-dataset/images/29584.jpg,29584.jpg,Tshirts
D:/Doan/fashion-dataset/images/43967.jpg,43967.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/28456.jpg,28456.jpg,Skirts
D:/Doan/fashion-dataset/images/34009.jpg,34009.jpg,Tops
D:/Doan/fashion-dataset/images/19311.jpg,19311.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/42089.jpg,42089.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/22950.jpg,22950.jpg,Watches
D:/Doan/fashion-dataset/images/49461.jpg,49461.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/8746.jpg,8746.jpg,Flip Flops
D:/Doan/fashion-dataset/images/9694.jpg,9694.jpg,Tshirts
D:/Doan/fashion-dataset/images/23882.jpg,23882.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/34835.jpg,34835.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/15984.jpg,15984.jpg,Shirts
D:/Doan/fashion-dataset/images/41268.jpg,41268.jpg,Wallets
D:/Doan/fashion-dataset/images/11518.jpg,11518.jpg,Heels
D:/Doan/fashion-dataset/images/14856.jpg,14856.jpg,Wallets
D:/Doan/fashion-dataset/images/33648.jpg,33648.jpg,Sandals
D:/Doan/fashion-dataset/images/59297.jpg,59297.jpg,Shirts
D:/Doan/fashion-dataset/images/28032.jpg,28032.jpg,Briefs
D:/Doan/fashion-dataset/images/27846.jpg,27846.jpg,Blazers
D:/Doan/fashion-dataset/images/26994.jpg,26994.jpg,Jeans
D:/Doan/fashion-dataset/images/49839.jpg,49839.jpg,Flip Flops
D:/Doan/fashion-dataset/images/31923.jpg,31923.jpg,Handbags
D:/Doan/fashion-dataset/images/2618.jpg,2618.jpg,Flats
D:/Doan/fashion-dataset/images/54588.jpg,54588.jpg,Kurtas
D:/Doan/fashion-dataset/images/49005.jpg,49005.jpg,Ring
D:/Doan/fashion-dataset/images/8322.jpg,8322.jpg,Tshirts
D:/Doan/fashion-dataset/images/13841.jpg,13841.jpg,Watches
D:/Doan/fashion-dataset/images/28200.jpg,28200.jpg,Sunglasses
D:/Doan/fashion-dataset/images/12993.jpg,12993.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/7158.jpg,7158.jpg,Shirts
D:/Doan/fashion-dataset/images/18495.jpg,18495.jpg,Sandals
D:/Doan/fashion-dataset/images/8110.jpg,8110.jpg,Watches
D:/Doan/fashion-dataset/images/19547.jpg,19547.jpg,Sweatshirts
D:/Doan/fashion-dataset/images/7964.jpg,7964.jpg,Tshirts
D:/Doan/fashion-dataset/images/36934.jpg,36934.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/39140.jpg,39140.jpg,Kurta Sets
D:/Doan/fashion-dataset/images/20851.jpg,20851.jpg,Clutches
D:/Doan/fashion-dataset/images/41866.jpg,41866.jpg,Sandals
D:/Doan/fashion-dataset/images/58177.jpg,58177.jpg,Handbags
D:/Doan/fashion-dataset/images/44528.jpg,44528.jpg,Sandals
D:/Doan/fashion-dataset/images/16392.jpg,16392.jpg,Shirts
D:/Doan/fashion-dataset/images/51455.jpg,51455.jpg,Shrug
D:/Doan/fashion-dataset/images/50587.jpg,50587.jpg,Briefs
D:/Doan/fashion-dataset/images/17240.jpg,17240.jpg,Tshirts
D:/Doan/fashion-dataset/images/47530.jpg,47530.jpg,Flats
D:/Doan/fashion-dataset/images/6617.jpg,6617.jpg,Shirts
D:/Doan/fashion-dataset/images/12732.jpg,12732.jpg,Backpacks
D:/Doan/fashion-dataset/images/3365.jpg,3365.jpg,Tshirts
D:/Doan/fashion-dataset/images/42042.jpg,42042.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/23849.jpg,23849.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/43190.jpg,43190.jpg,Watches
D:/Doan/fashion-dataset/images/48578.jpg,48578.jpg,Bracelet
D:/Doan/fashion-dataset/images/30462.jpg,30462.jpg,Bra
D:/Doan/fashion-dataset/images/18208.jpg,18208.jpg,Caps
D:/Doan/fashion-dataset/images/54127.jpg,54127.jpg,Heels
D:/Doan/fashion-dataset/images/10065.jpg,10065.jpg,Tshirts
D:/Doan/fashion-dataset/images/24250.jpg,24250.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/32335.jpg,32335.jpg,Watches
D:/Doan/fashion-dataset/images/25382.jpg,25382.jpg,Innerwear Vests
D:/Doan/fashion-dataset/images/56670.jpg,56670.jpg,Watches
D:/Doan/fashion-dataset/images/5092.jpg,5092.jpg,Tshirts
D:/Doan/fashion-dataset/images/10859.jpg,10859.jpg,Tshirts
D:/Doan/fashion-dataset/images/59638.jpg,59638.jpg,Sarees
D:/Doan/fashion-dataset/images/15517.jpg,15517.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/4140.jpg,4140.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/36795.jpg,36795.jpg,Watches
D:/Doan/fashion-dataset/images/40527.jpg,40527.jpg,Watches
D:/Doan/fashion-dataset/images/10257.jpg,10257.jpg,Trousers
D:/Doan/fashion-dataset/images/24062.jpg,24062.jpg,Tshirts
D:/Doan/fashion-dataset/images/45869.jpg,45869.jpg,Watches
D:/Doan/fashion-dataset/images/11385.jpg,11385.jpg,Sweatshirts
D:/Doan/fashion-dataset/images/53130.jpg,53130.jpg,Flats
D:/Doan/fashion-dataset/images/44187.jpg,44187.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/21510.jpg,21510.jpg,Handbags
D:/Doan/fashion-dataset/images/51667.jpg,51667.jpg,Sunglasses
D:/Doan/fashion-dataset/images/22395.jpg,22395.jpg,Shirts
D:/Doan/fashion-dataset/images/35322.jpg,35322.jpg,Earrings
D:/Doan/fashion-dataset/images/6425.jpg,6425.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/18806.jpg,18806.jpg,Belts
D:/Doan/fashion-dataset/images/23247.jpg,23247.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/17072.jpg,17072.jpg,Belts
D:/Doan/fashion-dataset/images/31782.jpg,31782.jpg,Tops
D:/Doan/fashion-dataset/images/42270.jpg,42270.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/12500.jpg,12500.jpg,Shirts
D:/Doan/fashion-dataset/images/26735.jpg,26735.jpg,Deodorant
D:/Doan/fashion-dataset/images/30650.jpg,30650.jpg,Tshirts
D:/Doan/fashion-dataset/images/56026.jpg,56026.jpg,Lipstick
D:/Doan/fashion-dataset/images/21948.jpg,21948.jpg,Handbags
D:/Doan/fashion-dataset/images/32563.jpg,32563.jpg,Trousers
D:/Doan/fashion-dataset/images/58980.jpg,58980.jpg,Deodorant
D:/Doan/fashion-dataset/images/40143.jpg,40143.jpg,Tops
D:/Doan/fashion-dataset/images/10633.jpg,10633.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/24406.jpg,24406.jpg,Kurtas
D:/Doan/fashion-dataset/images/4716.jpg,4716.jpg,Watches
D:/Doan/fashion-dataset/images/21174.jpg,21174.jpg,Tops
D:/Doan/fashion-dataset/images/15341.jpg,15341.jpg,Shorts
D:/Doan/fashion-dataset/images/52486.jpg,52486.jpg,Camisoles
D:/Doan/fashion-dataset/images/53554.jpg,53554.jpg,Boxers
D:/Doan/fashion-dataset/images/14293.jpg,14293.jpg,Tshirts
D:/Doan/fashion-dataset/images/47366.jpg,47366.jpg,Handbags
D:/Doan/fashion-dataset/images/6041.jpg,6041.jpg,Tshirts
D:/Doan/fashion-dataset/images/23623.jpg,23623.jpg,Tops
D:/Doan/fashion-dataset/images/17416.jpg,17416.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/9835.jpg,9835.jpg,Tshirts
D:/Doan/fashion-dataset/images/29319.jpg,29319.jpg,Backpacks
D:/Doan/fashion-dataset/images/7193.jpg,7193.jpg,Jeans
D:/Doan/fashion-dataset/images/12958.jpg,12958.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/27283.jpg,27283.jpg,Kurtas
D:/Doan/fashion-dataset/images/30234.jpg,30234.jpg,Flip Flops
D:/Doan/fashion-dataset/images/9009.jpg,9009.jpg,Handbags
D:/Doan/fashion-dataset/images/3533.jpg,3533.jpg,Tshirts
D:/Doan/fashion-dataset/images/42614.jpg,42614.jpg,Jewellery Set
D:/Doan/fashion-dataset/images/12164.jpg,12164.jpg,Dupatta
D:/Doan/fashion-dataset/images/26351.jpg,26351.jpg,Watches
D:/Doan/fashion-dataset/images/17624.jpg,17624.jpg,Track Pants
D:/Doan/fashion-dataset/images/47154.jpg,47154.jpg,Capris
D:/Doan/fashion-dataset/images/35574.jpg,35574.jpg,Flip Flops
D:/Doan/fashion-dataset/images/46086.jpg,46086.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/51031.jpg,51031.jpg,Bra
D:/Doan/fashion-dataset/images/13284.jpg,13284.jpg,Shorts
D:/Doan/fashion-dataset/images/54543.jpg,54543.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/55491.jpg,55491.jpg,Lip Gloss
D:/Doan/fashion-dataset/images/26163.jpg,26163.jpg,Trousers
D:/Doan/fashion-dataset/images/3701.jpg,3701.jpg,Tshirts
D:/Doan/fashion-dataset/images/29917.jpg,29917.jpg,Watches
D:/Doan/fashion-dataset/images/42426.jpg,42426.jpg,Kurtas
D:/Doan/fashion-dataset/images/32751.jpg,32751.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/56214.jpg,56214.jpg,Earrings
D:/Doan/fashion-dataset/images/10401.jpg,10401.jpg,Tops
D:/Doan/fashion-dataset/images/40371.jpg,40371.jpg,Jeans
D:/Doan/fashion-dataset/images/21346.jpg,21346.jpg,Sunglasses
D:/Doan/fashion-dataset/images/45603.jpg,45603.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/4524.jpg,4524.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/37223.jpg,37223.jpg,Tops
D:/Doan/fashion-dataset/images/53766.jpg,53766.jpg,Tshirts
D:/Doan/fashion-dataset/images/25520.jpg,25520.jpg,Tops
D:/Doan/fashion-dataset/images/32597.jpg,32597.jpg,Tops
D:/Doan/fashion-dataset/images/58974.jpg,58974.jpg,Deodorant
D:/Doan/fashion-dataset/images/33445.jpg,33445.jpg,Wallets
D:/Doan/fashion-dataset/images/57100.jpg,57100.jpg,Tops
D:/Doan/fashion-dataset/images/36137.jpg,36137.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/41859.jpg,41859.jpg,Sandals
D:/Doan/fashion-dataset/images/21180.jpg,21180.jpg,Flip Flops
D:/Doan/fashion-dataset/images/39943.jpg,39943.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/52472.jpg,52472.jpg,Bath Robe
D:/Doan/fashion-dataset/images/58148.jpg,58148.jpg,Caps
D:/Doan/fashion-dataset/images/20052.jpg,20052.jpg,Mufflers
D:/Doan/fashion-dataset/images/5630.jpg,5630.jpg,Flip Flops
D:/Doan/fashion-dataset/images/44517.jpg,44517.jpg,Flip Flops
D:/Doan/fashion-dataset/images/47392.jpg,47392.jpg,Handbags
D:/Doan/fashion-dataset/images/50325.jpg,50325.jpg,Kurtas
D:/Doan/fashion-dataset/images/8913.jpg,8913.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/16530.jpg,16530.jpg,Shirts
D:/Doan/fashion-dataset/images/22705.jpg,22705.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/7167.jpg,7167.jpg,Shirts
D:/Doan/fashion-dataset/images/46240.jpg,46240.jpg,Tunics
D:/Doan/fashion-dataset/images/27277.jpg,27277.jpg,Kurtas
D:/Doan/fashion-dataset/images/13042.jpg,13042.jpg,Flats
D:/Doan/fashion-dataset/images/6889.jpg,6889.jpg,Jackets
D:/Doan/fashion-dataset/images/31312.jpg,31312.jpg,Kurtas
D:/Doan/fashion-dataset/images/12190.jpg,12190.jpg,Shirts
D:/Doan/fashion-dataset/images/55657.jpg,55657.jpg,Heels
D:/Doan/fashion-dataset/images/19578.jpg,19578.jpg,Tops
D:/Doan/fashion-dataset/images/27879.jpg,27879.jpg,Tops
D:/Doan/fashion-dataset/images/34452.jpg,34452.jpg,Flats
D:/Doan/fashion-dataset/images/6287.jpg,6287.jpg,Tshirts
D:/Doan/fashion-dataset/images/7355.jpg,7355.jpg,Tshirts
D:/Doan/fashion-dataset/images/46072.jpg,46072.jpg,Belts
D:/Doan/fashion-dataset/images/22537.jpg,22537.jpg,Sandals
D:/Doan/fashion-dataset/images/28831.jpg,28831.jpg,Briefs
D:/Doan/fashion-dataset/images/43500.jpg,43500.jpg,Tshirts
D:/Doan/fashion-dataset/images/2627.jpg,2627.jpg,Flats
D:/Doan/fashion-dataset/images/27045.jpg,27045.jpg,Clutches
D:/Doan/fashion-dataset/images/13270.jpg,13270.jpg,Tops
D:/Doan/fashion-dataset/images/18698.jpg,18698.jpg,Briefs
D:/Doan/fashion-dataset/images/55465.jpg,55465.jpg,Lipstick
D:/Doan/fashion-dataset/images/26197.jpg,26197.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/31120.jpg,31120.jpg,Tops
D:/Doan/fashion-dataset/images/25712.jpg,25712.jpg,Caps
D:/Doan/fashion-dataset/images/11527.jpg,11527.jpg,Tshirts
D:/Doan/fashion-dataset/images/14869.jpg,14869.jpg,Wallets
D:/Doan/fashion-dataset/images/40385.jpg,40385.jpg,Tops
D:/Doan/fashion-dataset/images/15187.jpg,15187.jpg,Tshirts
D:/Doan/fashion-dataset/images/5402.jpg,5402.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/44725.jpg,44725.jpg,Flip Flops
D:/Doan/fashion-dataset/images/14055.jpg,14055.jpg,Shirts
D:/Doan/fashion-dataset/images/20260.jpg,20260.jpg,Tshirts
D:/Doan/fashion-dataset/images/7731.jpg,7731.jpg,Flip Flops
D:/Doan/fashion-dataset/images/22153.jpg,22153.jpg,Sandals
D:/Doan/fashion-dataset/images/43958.jpg,43958.jpg,Sandals
D:/Doan/fashion-dataset/images/28469.jpg,28469.jpg,Tshirts
D:/Doan/fashion-dataset/images/50573.jpg,50573.jpg,Trunk
D:/Doan/fashion-dataset/images/34036.jpg,34036.jpg,Shirts
D:/Doan/fashion-dataset/images/55001.jpg,55001.jpg,Lipstick
D:/Doan/fashion-dataset/images/8779.jpg,8779.jpg,Shirts
D:/Doan/fashion-dataset/images/3391.jpg,3391.jpg,Handbags
D:/Doan/fashion-dataset/images/43164.jpg,43164.jpg,Watches
D:/Doan/fashion-dataset/images/2243.jpg,2243.jpg,Tshirts
D:/Doan/fashion-dataset/images/30496.jpg,30496.jpg,Bra
D:/Doan/fashion-dataset/images/27421.jpg,27421.jpg,Lounge Pants
D:/Doan/fashion-dataset/images/57756.jpg,57756.jpg,Face Wash and Cleanser
D:/Doan/fashion-dataset/images/33213.jpg,33213.jpg,Tops
D:/Doan/fashion-dataset/images/39729.jpg,39729.jpg,Tops
D:/Doan/fashion-dataset/images/25376.jpg,25376.jpg,Innerwear Vests
D:/Doan/fashion-dataset/images/11143.jpg,11143.jpg,Shirts
D:/Doan/fashion-dataset/images/56684.jpg,56684.jpg,Sarees
D:/Doan/fashion-dataset/images/4988.jpg,4988.jpg,Dresses
D:/Doan/fashion-dataset/images/44341.jpg,44341.jpg,Tshirts
D:/Doan/fashion-dataset/images/14431.jpg,14431.jpg,Heels
D:/Doan/fashion-dataset/images/20604.jpg,20604.jpg,Handbags
D:/Doan/fashion-dataset/images/52224.jpg,52224.jpg,Necklace and Chains
D:/Doan/fashion-dataset/images/45293.jpg,45293.jpg,Watches
D:/Doan/fashion-dataset/images/36761.jpg,36761.jpg,Watches
D:/Doan/fashion-dataset/images/33021.jpg,33021.jpg,Kurtas
D:/Doan/fashion-dataset/images/25144.jpg,25144.jpg,Handbags
D:/Doan/fashion-dataset/images/11371.jpg,11371.jpg,Shirts
D:/Doan/fashion-dataset/images/41401.jpg,41401.jpg,Tops
D:/Doan/fashion-dataset/images/14603.jpg,14603.jpg,Socks
D:/Doan/fashion-dataset/images/37481.jpg,37481.jpg,Watches
D:/Doan/fashion-dataset/images/5254.jpg,5254.jpg,Duffel Bag
D:/Doan/fashion-dataset/images/44173.jpg,44173.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/25978.jpg,25978.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/4386.jpg,4386.jpg,Tshirts
D:/Doan/fashion-dataset/images/51693.jpg,51693.jpg,Sunglasses
D:/Doan/fashion-dataset/images/16154.jpg,16154.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/22361.jpg,22361.jpg,Sports Sandals
D:/Doan/fashion-dataset/images/29789.jpg,29789.jpg,Tshirts
D:/Doan/fashion-dataset/images/19920.jpg,19920.jpg,Backpacks
D:/Doan/fashion-dataset/images/7503.jpg,7503.jpg,Tshirts
D:/Doan/fashion-dataset/images/46624.jpg,46624.jpg,Deodorant
D:/Doan/fashion-dataset/images/34204.jpg,34204.jpg,Track Pants
D:/Doan/fashion-dataset/images/17086.jpg,17086.jpg,Wallets
D:/Doan/fashion-dataset/images/50741.jpg,50741.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/55233.jpg,55233.jpg,Foundation and Primer
D:/Doan/fashion-dataset/images/13426.jpg,13426.jpg,Tshirts
D:/Doan/fashion-dataset/images/43356.jpg,43356.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/28207.jpg,28207.jpg,Sunglasses
D:/Doan/fashion-dataset/images/13846.jpg,13846.jpg,Shirts
D:/Doan/fashion-dataset/images/12994.jpg,12994.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/46278.jpg,46278.jpg,Tunics
D:/Doan/fashion-dataset/images/16508.jpg,16508.jpg,Jeans
D:/Doan/fashion-dataset/images/18492.jpg,18492.jpg,Flip Flops
D:/Doan/fashion-dataset/images/19540.jpg,19540.jpg,Sweaters
D:/Doan/fashion-dataset/images/7963.jpg,7963.jpg,Tshirts
D:/Doan/fashion-dataset/images/8117.jpg,8117.jpg,Watches
D:/Doan/fashion-dataset/images/49230.jpg,49230.jpg,Socks
D:/Doan/fashion-dataset/images/39147.jpg,39147.jpg,Kurta Sets
D:/Doan/fashion-dataset/images/36933.jpg,36933.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/57138.jpg,57138.jpg,Trousers
D:/Doan/fashion-dataset/images/20856.jpg,20856.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/41861.jpg,41861.jpg,Sandals
D:/Doan/fashion-dataset/images/5608.jpg,5608.jpg,Sandals
D:/Doan/fashion-dataset/images/58170.jpg,58170.jpg,Clutches
D:/Doan/fashion-dataset/images/53598.jpg,53598.jpg,Free Gifts
D:/Doan/fashion-dataset/images/15983.jpg,15983.jpg,Shirts
D:/Doan/fashion-dataset/images/39375.jpg,39375.jpg,Watches
D:/Doan/fashion-dataset/images/14851.jpg,14851.jpg,Wallets
D:/Doan/fashion-dataset/images/59290.jpg,59290.jpg,Watches
D:/Doan/fashion-dataset/images/52678.jpg,52678.jpg,Watches
D:/Doan/fashion-dataset/images/20258.jpg,20258.jpg,Tshirts
D:/Doan/fashion-dataset/images/47198.jpg,47198.jpg,Sandals
D:/Doan/fashion-dataset/images/27841.jpg,27841.jpg,Belts
D:/Doan/fashion-dataset/images/28035.jpg,28035.jpg,Briefs
D:/Doan/fashion-dataset/images/31924.jpg,31924.jpg,Handbags
D:/Doan/fashion-dataset/images/26993.jpg,26993.jpg,Jeans
D:/Doan/fashion-dataset/images/13248.jpg,13248.jpg,Trousers
D:/Doan/fashion-dataset/images/43538.jpg,43538.jpg,Tops
D:/Doan/fashion-dataset/images/8325.jpg,8325.jpg,Tshirts
D:/Doan/fashion-dataset/images/31118.jpg,31118.jpg,Tops
D:/Doan/fashion-dataset/images/19772.jpg,19772.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/46876.jpg,46876.jpg,Socks
D:/Doan/fashion-dataset/images/5862.jpg,5862.jpg,Tshirts
D:/Doan/fashion-dataset/images/39711.jpg,39711.jpg,Watches
D:/Doan/fashion-dataset/images/14409.jpg,14409.jpg,Heels
D:/Doan/fashion-dataset/images/58726.jpg,58726.jpg,Tshirts
D:/Doan/fashion-dataset/images/44379.jpg,44379.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/11947.jpg,11947.jpg,Sandals
D:/Doan/fashion-dataset/images/36759.jpg,36759.jpg,Watches
D:/Doan/fashion-dataset/images/51499.jpg,51499.jpg,Jeans
D:/Doan/fashion-dataset/images/29583.jpg,29583.jpg,Flats
D:/Doan/fashion-dataset/images/55805.jpg,55805.jpg,Night suits
